	-5P	-5G	-5A	-5C	-5S	-5T	-5V	-5I	-5L	-5M	-5F	-5Y	-5W	-5H	-5K	-5R	-5Q	-5N	-5D	-5E	-5s	-5t	-5y	-4P	-4G	-4A	-4C	-4S	-4T	-4V	-4I	-4L	-4M	-4F	-4Y	-4W	-4H	-4K	-4R	-4Q	-4N	-4D	-4E	-4s	-4t	-4y	-3P	-3G	-3A	-3C	-3S	-3T	-3V	-3I	-3L	-3M	-3F	-3Y	-3W	-3H	-3K	-3R	-3Q	-3N	-3D	-3E	-3s	-3t	-3y	-2P	-2G	-2A	-2C	-2S	-2T	-2V	-2I	-2L	-2M	-2F	-2Y	-2W	-2H	-2K	-2R	-2Q	-2N	-2D	-2E	-2s	-2t	-2y	-1P	-1G	-1A	-1C	-1S	-1T	-1V	-1I	-1L	-1M	-1F	-1Y	-1W	-1H	-1K	-1R	-1Q	-1N	-1D	-1E	-1s	-1t	-1y	1P	1G	1A	1C	1S	1T	1V	1I	1L	1M	1F	1Y	1W	1H	1K	1R	1Q	1N	1D	1E	1s	1t	1y	2P	2G	2A	2C	2S	2T	2V	2I	2L	2M	2F	2Y	2W	2H	2K	2R	2Q	2N	2D	2E	2s	2t	2y	3P	3G	3A	3C	3S	3T	3V	3I	3L	3M	3F	3Y	3W	3H	3K	3R	3Q	3N	3D	3E	3s	3t	3y	4P	4G	4A	4C	4S	4T	4V	4I	4L	4M	4F	4Y	4W	4H	4K	4R	4Q	4N	4D	4E	4s	4t	4y
PKACG	43387711.05	54941121.52	55089456.22	59151132.66	68178939.68	39542951.22	39200994.11	31805245.84	31627460.16	35975988.64	38059491.03	41550705.8	43155853.75	71761047.51	99573865.39	119098422.72	45919681.93	48662909.23	28685570.82	29082995.29	38816188.49	38816188.49	37895594.76	55884025.78	57203667.37	49759780.16	55279001.56	56044399.78	46091954.72	35751030.5	29739467.64	30691088.1	46009918.99	34450838.88	44628160.34	43284925.87	68322200.45	97517832.21	128577026.73	54608606.87	53329533.65	31377962.07	35081878.53	50272181.35	50272181.35	34535375.24	59664079.16	49152624.3	39640697.15	46665177.69	85743379.21	40679898.12	18317797.63	16777727.04	17250307.93	28461102.33	25638023.94	41578474.91	35734891.2	78169527.97	127189051.38	320211674.02	45837870.05	45051482.74	18719864.26	19992387.83	46014823.86	46014823.86	35672058.19	25793970.17	32780157.83	27410128.42	33813992.38	89840708.82	38334411.78	12573145.47	13177852.12	18785897.02	24018435.95	33559734.98	27712572.66	26786943.56	62736685.76	237103411.38	349119620.02	30895468.71	39960128.91	11424987.09	12504679.05	31465839.55	31465839.55	26373565.59	66757904.7	69849126.77	45888768.94	47097389.81	70604207.65	48343564.19	32470654.55	19799161.53	43042029.91	55297176.6	40880705.72	62652657.38	44298272.04	63831337.98	138957976.59	113695726.25	63565524.61	66345046.68	27274034.3	26097619.41	26255119.48	26255119.48	34059513.15	13266354.5	36154725.69	31284376.33	62311003.44	83435372.39	47025130.25	52918453.6	70443945.96	59260774.98	68019217.77	71106169.96	43556359.9	43295636.04	47166888.62	48496557.9	52960078.25	47104833.44	38227608.23	19758454.4	21063579.91	36724764.33	36724764.33	42196052.5	45458551.21	51963958.75	58685869.59	77660481.4	100024571.07	46467197.04	49187810.99	43552637.57	46416242.9	44741977.78	54597813.38	55048418.79	47827049.05	70243193.05	39196271.44	42008624.01	47062742.87	45501262.01	46787163.68	32654116.66	34277335.86	34277335.86	49510171.53	55426529.2	66899795.83	47423780.24	75706469.75	98586203.71	44552288.89	46085837.33	43348186.37	46024968.15	42589368.22	55917971.34	55464608.82	54820004.52	73753973.5	57224928.28	58768789.56	48308505.52	48713653.24	48514332.54	50316365.36	48628184.82	48628184.82	66670925.21	71006365.82	65036035.36	54178114.69	64729821.84	65691257.97	52954847.76	55144550.07	64723526.03	48193803.93	48904705.67	42378803.97	54464276.62	61240452.19	63230669.4	54409463.37	49281893.53	52143155.96	57618386.36	49261677.98	54807050.96	84848715.37	84848715.37	71750470.73
PKCA	53386567.12	66827139.71	47475944.49	50821519.69	70020819.75	41305706.7	27839076.96	28174421.89	30023806.33	27329069.21	49938430.54	38555733.05	60108655.54	43505931.26	62465486.65	80398505.1	31237496.32	38273681.87	28187692.46	28052796.63	28570247.73	28570247.73	48272777.28	65939932.29	66987841.42	47020944.45	43309191.19	72224709.68	53990591.34	41926049.64	26893282.24	25032807.49	29563609.58	40627728.04	36680061.57	58384549.9	47231034.82	63493585.21	72643263.57	51037814.03	41681414.13	26348309.0	32997863.41	36775138.61	36775138.61	36537151.45	71204401.41	61284053.09	36042385.61	44969219.48	74004757.82	42596634.81	22189242.27	24872771.21	24476057.57	39533772.83	47802863.81	40302794.34	29266781.73	52112474.1	79426038.28	170938034.1	44010665.77	59743574.54	19317461.43	21821824.7	31606590.45	31606590.45	48658389.46	58498959.12	69801296.15	47349632.9	40788796.93	61280861.63	54987405.02	27105480.9	21468286.74	24363889.74	35212305.43	37780101.64	35657704.4	52201108.91	51202940.34	93162662.38	167896280.96	59909704.01	56354375.39	24288615.58	21171070.15	31340465.98	31340465.98	35289583.93	69811571.27	114884009.75	50274325.69	36925130.73	74135716.66	54294404.09	36704483.47	21612937.98	35427664.03	45895451.21	35407524.92	47852455.83	26398405.06	52646551.4	104583804.0	111482554.21	57844762.76	77146229.13	30063618.07	26214408.75	19305540.99	19305540.99	54575456.11	15687981.99	27928820.03	20913615.59	46014572.97	68496675.88	62972665.46	54323809.14	70580890.07	61040329.02	57433097.76	75045078.2	37354587.5	31409124.52	25739115.91	72762008.16	80745008.59	60642298.89	24185853.97	7977845.37	9035117.22	31404278.61	31404278.61	16386447.7	21070635.92	22070025.62	21393434.48	26198643.72	94074961.54	39959905.81	24402727.52	26239029.91	20767430.87	30014213.24	25053004.75	62573421.56	30814456.74	64880149.53	198990614.18	244096317.02	35963928.22	45185531.08	11342868.94	8396978.7	18123238.98	18123238.98	16311693.36	35078852.74	58294383.08	27865578.27	45914256.69	46220830.02	39463932.51	33361896.5	30298023.43	42437294.32	37309968.78	51094648.06	59700193.92	48942914.4	56211831.57	100141938.68	124050437.79	51972310.86	46255303.48	26604906.81	26482734.24	33413240.28	33413240.28	29226268.22	101502994.55	95205998.68	53545215.04	63068798.46	62087010.13	60381388.45	45912297.71	37882346.31	32612898.72	36841270.77	36143874.22	48825762.94	52092194.28	71219224.02	150395350.61	147957008.53	60520931.71	67745025.51	39045191.57	33573419.83	31515743.86	31515743.86	27937567.26
PKCB	85521054.44	101387618.42	94716875.69	86130225.68	151406681.9	70811999.29	48617102.17	31651821.93	49708360.88	47884366.11	66258627.95	37155949.14	83288730.25	88250247.74	116788639.4	101028291.86	70034169.45	72677971.0	47388139.39	47286384.36	59037714.41	59037714.41	68752850.86	94670470.92	123579863.7	102670965.99	82905629.04	124040010.51	84065987.85	39712014.59	30974629.79	40757001.12	70783986.23	56791768.13	53509597.8	73538115.02	92320708.14	129617713.96	139988177.67	97717531.93	87528225.28	54744347.01	51567535.52	73528754.13	73528754.13	63528806.25	77997469.33	75400012.81	66356253.7	55212858.65	111748597.86	81077334.67	28073048.24	17002503.14	29488988.8	48109438.77	50747654.4	63916426.49	53974640.59	116678866.59	151817654.46	334040457.07	85962807.83	85012687.86	30090400.29	34756143.82	52838809.41	52838809.41	54973267.08	60481662.65	95175478.83	81022137.25	66386269.93	93930751.26	82392453.25	32103959.19	22462625.56	31149347.68	46025511.12	41526811.26	49819001.13	64856002.54	85732913.45	134140090.5	160102390.18	102538514.1	105457462.48	36946021.86	32563623.34	52542233.72	52542233.72	49513436.34	94738032.19	144049139.41	101503809.77	72745081.13	128969365.35	88352485.32	43250102.92	18639647.49	49066569.41	67888346.89	37872050.98	90573970.17	48468854.06	107874124.62	187465054.76	195804964.87	90326828.89	116357833.23	44968278.32	42622936.43	32443341.28	32443341.28	63801006.47	17969006.48	36319461.86	38106796.49	81920380.0	110835276.84	88757609.92	68724826.49	65306317.61	53671189.9	99962190.27	54709849.46	64086439.51	50475787.41	53459145.36	154467718.2	135341515.36	89902681.03	42885769.76	12631246.81	17861231.21	52290168.72	52290168.72	32243957.04	23033983.44	27581610.7	44123187.29	47764137.67	147022386.96	59906743.47	33492849.31	31241786.84	35448405.1	45610965.89	26464060.37	64999156.7	47424793.06	105257958.4	300067127.06	346408243.15	54968324.1	68675146.63	16561814.69	13417533.84	32751491.66	32751491.66	20549293.91	51154027.1	92151014.82	68855928.38	92286351.11	83882846.48	62962815.96	52941391.82	44665684.13	67264826.21	57415808.84	50798942.93	90355057.13	87187245.79	115147004.91	199718714.14	187608422.26	93284317.12	91817418.13	43000111.94	42460934.27	52477695.14	52477695.14	55021221.17	108934147.53	104680370.28	92934683.14	72722045.99	87045430.33	82114645.09	58807429.23	48095330.2	55439582.75	60686538.0	54767557.2	53192980.78	71429694.12	118039200.01	211314265.38	125403916.55	103170390.69	97131157.3	51983198.89	47027384.82	57808034.77	57808034.77	37397771.25
PKCD	43926386.89	44525344.11	39245609.62	38568188.95	48464729.45	35572543.86	28953564.61	30441141.14	29354661.1	24715632.98	30680505.25	25773802.42	37372972.85	40087328.59	55583430.33	62205851.12	32666968.15	35065944.55	45154644.88	33994462.33	24240877.34	24240877.34	25321186.25	44634848.51	51549524.21	39563506.29	35263772.98	44700291.85	35976666.08	26180401.8	23405174.69	23029036.79	30601130.16	26631843.75	24168678.7	41764659.77	43091013.75	58949724.16	60056327.42	37106175.99	41546730.7	35333795.35	36833980.93	27018014.8	27018014.8	19873391.87	42789441.05	37304685.52	30367764.71	25835773.09	47381786.88	35526480.06	15486620.02	15296434.22	17723510.16	21982501.99	22676280.54	26976044.75	25110403.62	44848012.78	73085677.86	147262985.76	38502751.07	40743023.02	26689441.53	22092221.16	23808329.99	23808329.99	20658550.59	28847118.73	41591985.34	31105997.09	27504955.68	46405872.85	40091967.47	18037098.85	16108648.07	17501127.24	23404955.47	21468107.35	24651950.14	27842073.71	39026120.99	65761489.01	109078603.23	42462254.32	42022488.08	20295382.72	18358613.6	19460394.58	19460394.58	19908553.1	53383853.29	67823754.69	37547156.74	28936176.73	52326272.64	40101774.78	24074325.87	14665738.52	27164855.14	35146265.72	22663801.77	34407214.29	21751677.56	39659984.12	95051387.13	71744173.69	55791038.95	56863834.73	24679449.99	19185088.36	14062085.16	14062085.16	19177327.98	10288903.68	16603509.2	14905079.83	28000677.14	51063434.85	40348005.23	41824019.8	49443832.29	36232409.6	47528908.62	45198596.24	28831664.9	22298510.7	24117009.65	52260808.27	48038470.38	35306085.39	20567694.4	7586837.92	9265180.47	20575289.94	20575289.94	14084522.83	17252626.22	16258260.3	15472857.31	19038137.87	59737031.71	29322348.01	22975851.59	22689494.56	19991892.95	24457568.01	15514644.12	38066786.34	26263677.66	49261262.3	117884780.27	118050368.83	32972247.79	35444789.06	18589523.15	11230541.12	16239537.66	16239537.66	23458989.5	26212549.68	42946305.45	28134765.58	36411898.07	39297127.89	28450388.55	28600262.77	30118918.83	32624091.35	30882117.05	24746802.83	42820719.68	43288951.62	33582437.12	82697918.88	78350533.6	39985670.21	40086181.22	26847041.69	23435638.27	20049219.75	20049219.75	21584429.9	71180214.47	59198378.08	38850099.79	33217791.02	51492915.01	47120565.11	29983715.84	32074865.65	34942668.74	33744226.69	18463881.16	28852704.84	34447802.32	56538614.07	94476078.88	68259452.92	54754671.3	52210469.79	47482844.68	29095823.09	31164005.83	31164005.83	18274154.26
PKCE	31441286.7	35720858.45	39441311.91	39661557.22	45965365.8	33225020.76	25842725.27	31917053.96	31869003.04	25403944.76	43859545.49	32614499.04	47407709.2	38233036.6	57114598.91	65973941.91	25687448.1	22706918.75	13062138.42	11951782.61	31827319.63	31827319.63	33749653.84	37247639.89	43785864.74	45362898.61	37957621.83	45938271.28	42060896.35	32755532.97	27953881.94	25896025.76	33765417.92	31748569.2	33232582.6	41349379.19	46886933.06	85553861.29	93088778.71	36256667.38	33328319.86	18457165.95	22640536.82	32400375.88	32400375.88	25323899.49	30598564.7	31575153.2	28922849.51	31380964.37	33386572.73	35043290.43	17837081.82	18795851.9	20125154.36	23549893.69	29865779.75	40351789.03	26482388.73	47277863.13	93650759.04	254416046.87	27671421.06	23866130.25	9640477.77	10138338.31	28381331.34	28381331.34	29291618.32	27229697.17	39714559.32	33863432.87	31749150.56	42846764.09	41471112.69	23143816.46	17168884.3	18592640.51	23090143.32	30149510.89	30657362.6	48888543.73	48268566.87	102657716.38	195173589.42	41849532.97	36483301.62	12928078.72	13487631.07	24532456.09	24532456.09	23406099.63	49027037.25	64517367.88	42950422.84	36990046.34	40799473.65	35789798.6	24854467.2	17898838.65	27619784.76	33046372.21	23910539.57	39353535.59	19161141.97	38052384.91	102364622.89	101345990.96	38592195.21	40511183.6	15164866.96	12693187.09	15358185.39	15358185.39	21475966.22	17117366.81	18992934.89	18329478.69	36096547.35	51199736.55	41481312.38	47541071.39	51558648.88	41664230.17	42525959.94	61493577.71	33530035.6	25919930.56	23855207.32	75860078.69	86629199.62	36593801.17	20860210.52	6097751.99	5953116.97	30752247.8	30752247.8	18270086.91	14014089.38	14396812.48	18859314.49	22728835.21	46525490.48	27799054.74	21115633.99	20248658.36	17332828.41	22243857.26	20737815.39	55165320.69	20300293.54	40176762.26	164275782.51	186481820.13	21326323.47	19684828.31	6360213.0	5423809.88	18529571.08	18529571.08	20623192.68	25002177.14	41812746.43	32919167.49	45368715.72	35703952.25	27153829.25	27726530.96	25627419.98	30881034.88	24051300.53	34396306.82	39330377.93	36879335.85	51830283.18	123774721.03	124489160.46	28971451.93	27364251.62	14147338.82	14362510.03	23709288.12	23709288.12	30253828.55	41677749.0	37698674.12	35272645.03	30972645.33	35756120.78	34270911.86	24721403.65	23372085.11	22093801.14	24151507.9	21875223.29	23653451.91	37455415.0	45371896.16	124320941.23	100972023.66	36296995.68	35900920.08	14617835.19	13030364.8	26807342.85	26807342.85	22153262.11
PKCG	30693111.28	40250621.76	38081887.27	35443063.91	66829701.24	33497433.19	23676519.6	18730250.61	19289418.31	18746324.47	39783855.83	27784322.53	50457216.22	40464113.07	56099380.63	55879073.17	29059318.66	27838825.44	22141353.64	18150028.52	22385187.68	22385187.68	26235359.4	38313556.89	46483673.54	38244993.39	31077457.51	52558720.93	35980764.67	22487388.83	17232883.33	17814475.17	26971117.54	28766704.32	28120915.89	43355591.35	45086897.75	54472665.63	68382331.14	37074905.95	38595693.23	21796742.46	24891808.08	33308554.37	33308554.37	30243168.29	42283356.18	40103828.51	26390272.27	27920658.38	57984368.93	37397521.24	18714729.98	14374111.2	17708336.59	24589761.69	29098819.02	27368066.18	26672198.93	49125554.04	75281372.01	142553915.62	35258327.41	40783511.57	15543809.12	15647519.01	30360987.15	30360987.15	36717129.19	43464058.91	44633840.17	32244233.8	29515733.39	44347694.27	38229650.76	15643468.65	12299221.26	15299404.93	22644169.77	26921549.97	31460777.03	37528613.93	41748291.72	75185713.99	111840384.0	45353945.12	47883773.14	17015866.92	14521604.49	27900480.03	27900480.03	31478009.6	47727215.19	77070837.08	39009784.13	29856204.54	56350079.67	34834651.15	20497638.82	12817413.71	22606306.45	30559604.53	19750082.14	35840658.27	23024384.53	40070127.34	77039448.43	117591614.28	44541278.2	51095068.44	22176632.92	19673812.37	19960404.36	19960404.36	36080197.31	9382947.93	14535051.8	16033761.05	32481084.55	46661827.33	35513993.09	32424642.01	38581649.16	37793487.21	43983582.17	41010807.08	29559015.7	21141002.06	19325306.31	54046964.67	55710994.01	32432114.54	18361198.54	6204292.03	8180469.62	27406512.62	27406512.62	22365747.63	10296112.95	10372484.1	15227844.96	19304731.78	58282609.81	21039419.28	14778900.22	15596817.64	14890634.23	18445102.66	16776101.77	37666912.64	18474710.07	38810746.29	125063664.58	133430396.44	21182060.29	18756334.23	8037691.2	5625058.89	17341867.33	17341867.33	28206525.77	18321139.91	37686729.64	24857410.71	33984076.33	31350882.69	20547679.34	21575309.42	25657605.56	33047262.27	26185577.54	29875306.38	39740927.01	36602776.87	43780360.44	74709836.49	86133873.19	30359555.26	36177135.6	16044898.34	22279969.52	23858745.29	23858745.29	32322773.14	55492979.86	51877181.52	37547000.24	29273630.12	34446757.16	33279192.41	22909261.05	20663161.79	21606203.03	23869191.22	26951851.84	27036260.68	33243952.36	53728715.8	104055099.38	80065665.03	44210691.37	41037203.07	27123803.25	20701342.46	19801066.07	19801066.07	20269328.32
PKCH	81543959.8	97568662.3	121997477.36	118339931.26	190649672.67	123974680.23	86506842.05	83629149.19	87036069.66	73790826.09	125765679.99	87590827.95	114194210.87	114804739.16	156076399.58	179064866.26	89686771.24	99099185.36	65248887.78	73712431.07	71402973.53	71402973.53	110997182.48	116276426.88	124111887.49	121389559.55	102699107.71	144385320.75	108190558.28	79226724.32	67933287.05	73020334.86	96237150.79	85548734.52	97254358.84	130153889.47	127854877.03	190366577.4	184344398.08	102638834.25	117621989.35	79534889.07	88460733.48	97588114.27	97588114.27	96160622.2	91796498.48	86747219.73	87162752.29	84510497.92	150507309.88	102320593.08	52110271.72	49649534.01	61600589.28	77663859.34	90935747.63	92074898.86	87921826.89	155069903.53	210235696.25	452633820.68	94073631.48	111182208.57	47304061.44	52389869.39	71967572.3	71967572.3	94679492.68	78254185.63	120268823.29	95008761.26	92628449.0	126712480.37	111319749.99	47548015.92	43124885.66	46599209.17	62966171.4	76707951.56	74077853.16	108327326.74	132344162.19	202308868.24	340848439.69	136540297.39	140851170.68	52790834.03	49699773.11	73542025.53	73542025.53	68182023.33	122123356.55	156405808.25	118563617.54	91690943.1	142454584.51	100770214.87	65444713.39	43823345.41	80829646.02	102554573.49	69781638.64	103713926.24	67300482.38	108212577.2	218024844.0	238211255.69	110257910.18	149616882.15	60439213.07	60698858.65	45381977.63	45381977.63	82896587.18	26330819.82	34483577.24	49354491.6	97504381.74	134400405.71	115974230.61	120981838.93	135747216.51	109707445.49	131273628.32	163579554.96	98253842.54	76507298.86	60900055.66	171014685.71	189994891.49	103371214.84	50419321.24	17227263.76	26000356.82	76658466.92	76658466.92	52885293.57	22510706.89	31707734.99	51980914.35	66897799.97	162696671.28	93142967.67	63204823.1	66019453.97	59575983.06	78999752.65	72162521.84	192464386.89	71023323.16	147547947.27	348035095.61	432615314.04	61901175.32	70837489.55	17293515.86	15870906.23	38188502.12	38188502.12	28429786.63	60561850.02	115568895.67	80569154.03	118533167.1	105770472.99	82331817.12	82378224.53	82418952.62	96422574.83	85713567.79	93707137.05	126290305.29	114294162.22	139334095.82	228147837.97	244806341.38	91667362.19	106426550.7	49005250.53	59800970.74	70078445.69	70078445.69	88593774.27	114488420.84	95368181.85	96166908.21	93714716.71	86489726.84	90375826.25	73600630.87	65100051.83	65918461.57	72970210.59	67804797.43	77556565.57	103295294.36	149107932.6	251049539.36	204927022.23	101579978.3	106818603.41	54359635.29	51096847.86	79640877.45	79640877.45	61038107.9
PKCI	80917215.0	104123681.0	102883805.0	106046687.0	122086448.0	111024343.0	91194993.0	81114811.0	115711859.0	83397107.0	142157274.0	97088946.0	124907580.0	107897421.0	175469246.0	180452870.0	80735390.0	78976897.0	51149121.0	43503201.0	73348031.0	73348031.0	61366914.0	74024557.0	102314295.0	110497185.0	95558577.0	121403073.0	98063747.0	92253291.0	77179541.0	75113107.0	87123021.0	98529905.0	91371575.0	151186565.0	109060782.0	168893859.0	175392173.0	84732871.0	88700430.0	45750508.0	45834494.0	76539615.0	76539615.0	38248257.0	59619633.0	83637389.0	82489033.0	91016018.0	93220559.0	94548361.0	64724684.0	53664686.0	73658762.0	90446364.0	104537718.0	104536115.0	99587120.0	100109208.0	183971213.0	409633164.0	68973151.0	57250407.0	20608244.0	22677954.0	63016919.0	63016919.0	38631201.0	43829552.0	91385189.0	71574464.0	87419539.0	121995878.0	107276481.0	49506881.0	46262805.0	62163034.0	90918103.0	102979222.0	178873497.0	105075996.0	121505935.0	157487158.0	434726358.0	84128217.0	79479118.0	19086066.0	20372310.0	40167257.0	40167257.0	36116295.0	75717386.0	145304920.0	116759056.0	112662759.0	117220314.0	95838882.0	62868114.0	36203202.0	63843716.0	105498637.0	62833383.0	102751829.0	65917494.0	92792963.0	266472357.0	282775330.0	116446376.0	95380423.0	35550650.0	32830319.0	32261625.0	32261625.0	32007774.0	42467400.0	58945430.0	58933299.0	113292957.0	132081622.0	106045631.0	99297549.0	127518540.0	112574022.0	166437801.0	176585988.0	87817933.0	66402690.0	72074555.0	184262003.0	213337883.0	75392932.0	55325802.0	13012595.0	12756077.0	57083791.0	57083791.0	30926410.0	42402307.0	58942497.0	51620025.0	84715662.0	127377850.0	79527708.0	68030289.0	69248510.0	56908454.0	92356081.0	57436386.0	109734120.0	69690094.0	150550139.0	277992610.0	529805492.0	69329075.0	62461648.0	16539875.0	16094661.0	37538278.0	37538278.0	35362990.0	69540395.0	94136401.0	86844222.0	96584437.0	95390109.0	58019482.0	78766832.0	85052388.0	87725534.0	71827883.0	95651442.0	113937776.0	113267787.0	122906082.0	226524078.0	265521239.0	65531677.0	59451859.0	27365922.0	27569534.0	44212128.0	44212128.0	53683356.0	114647039.0	110288099.0	90073583.0	100908332.0	114094213.0	97962393.0	80075154.0	95787016.0	74038856.0	77096500.0	71228620.0	95532985.0	118379225.0	124676488.0	240878967.0	214215293.0	89302181.0	79154904.0	44512916.0	39115160.0	64255833.0	64255833.0	45726748.0
PKCT	42314392.76	50209059.71	47068503.79	52955848.28	74164062.13	44528217.47	32240956.81	31987538.22	35625697.36	28350420.75	40791156.93	30509843.02	46494149.82	47307127.26	65760895.11	78220778.83	35822057.91	37389713.76	32701482.32	24100901.43	23769252.44	23769252.44	26830406.78	50582755.62	64486273.4	53750957.84	52901349.31	65403850.57	49965119.74	30707177.97	23935913.29	25354708.51	35989551.59	34325124.28	34755003.84	55798838.86	55181431.09	69079716.85	89609692.12	45688485.42	48101856.97	29466744.26	33258071.09	31616377.19	31616377.19	26324081.57	33420098.93	41239804.74	39644450.18	37886658.3	65913577.99	48888627.51	20592635.11	15552920.01	21888903.12	27586245.33	32846172.98	38627828.94	38533342.18	63088440.47	81599357.27	228686175.95	46487011.23	43330214.47	15419122.5	16272207.53	27030332.37	27030332.37	26770866.32	20120061.48	53009703.19	38491086.66	39349388.42	56492189.86	51040985.76	20472999.83	15143154.09	20552041.32	26633080.05	30000778.1	35811599.45	44127998.52	50040067.84	82115017.77	174688829.37	53192569.25	48156929.94	14500586.13	13264953.69	20948498.41	20948498.41	21638504.0	42991595.83	73338622.3	48622512.45	43975500.94	56515523.42	45882389.62	24619774.22	14126410.0	29272761.96	39369907.9	38974965.31	54755997.13	33255512.56	49266331.21	86522309.97	104674538.9	49992350.03	55502542.22	17285382.05	14397356.83	12147222.77	12147222.77	24830706.13	6418680.01	14225874.6	19685428.43	36906214.13	53035453.73	44771981.9	46730761.46	50478062.3	40215824.68	58038584.52	66794305.98	41827993.06	36889696.12	28239199.98	56541828.1	63270531.35	32971149.31	15282494.43	4812616.71	6379567.23	14807705.74	14807705.74	12150868.69	11602791.53	15929610.04	20821448.54	31513167.82	70347047.45	36383163.05	25355170.56	25938000.59	23423366.62	34691426.77	26555313.73	65410677.67	36408144.56	61569757.05	135022449.7	155256867.99	31701695.12	36991809.63	7917362.14	5942766.09	11672409.55	11672409.55	10823641.72	25495125.06	40591558.75	38447443.96	53038762.25	51172607.95	35231189.05	35495776.66	34870554.66	44333447.74	38878486.32	40400956.21	60962639.23	59945270.15	60925516.31	87559375.93	97834747.12	42484752.94	35786030.62	17065746.83	16567623.43	15984199.06	15984199.06	17351982.13	55350114.2	49324856.56	44320117.33	41076049.29	39838431.25	40497043.88	30858157.78	28238798.78	29258354.42	32338156.12	27532596.41	37120125.17	39674177.42	71866786.41	107814401.19	84496441.54	42372793.47	45461972.83	19460193.88	17253320.33	16170557.28	16170557.28	11787663.99
PKCZ	36834436.86	50131576.46	43553908.06	47943358.77	48003025.64	36605426.03	19960922.48	17535842.07	26444836.45	22847139.04	40640231.43	27545752.01	40397026.04	35480639.03	37937833.66	43178334.52	25931059.23	40988464.46	26003751.45	24092670.2	32406971.24	32406971.24	28214615.64	54018391.3	58559634.07	42334411.13	41109615.45	51556945.71	42221426.21	18045118.95	17462947.71	22040701.88	29242183.96	30859885.97	30747554.48	49810162.99	38409383.17	48187318.22	54282143.17	38734525.79	52405249.83	24877194.02	24695627.12	31631237.06	31631237.06	28396063.83	41923884.55	48827752.44	29700259.3	33501224.92	64865178.44	40052518.73	15818808.7	14395263.14	20388182.27	25105307.2	32075519.98	32533725.92	34627423.16	41150026.72	72686873.18	121688378.75	41212895.34	42296376.59	16199801.17	16629914.63	26489310.58	26489310.58	31621348.3	39079916.48	48572175.12	27169326.32	33104947.83	40366082.22	33641368.52	11494042.44	9676299.94	15780538.04	24552693.71	33576338.46	54193588.58	32691330.6	36031151.45	39506977.14	100474243.31	33008499.1	39907210.21	13383780.46	11910277.46	21240082.01	21240082.01	20850356.72	40436490.31	49749137.6	47660835.38	31292671.82	72175116.11	52462994.66	16649413.16	10619981.36	18722555.45	30954554.86	19182810.28	36493225.29	23754262.27	43519683.82	127813286.63	99752804.8	48864617.9	51709453.94	15880624.17	15374802.08	12876178.55	12876178.55	18512138.35	11686770.79	37579860.83	22899385.62	38825180.85	56241055.08	44464445.85	28709707.68	29539373.62	26128464.55	48475999.86	46681126.99	28597012.07	20756175.47	25599407.01	83856283.65	81276143.46	41738689.38	28311222.47	6577951.15	9974068.45	15680753.44	15680753.44	12340332.93	14975861.0	15207860.24	22185289.29	28788071.44	41432296.8	28289612.42	19927814.84	18869892.71	16863930.15	26652591.38	19348332.82	33202889.95	23477482.73	39544818.21	62250068.43	119088512.55	26758154.28	26547393.23	6014355.8	5918127.87	11433142.03	11433142.03	11582054.9	22664404.05	34180852.25	24975895.3	42224646.34	34687543.45	26166930.64	21524607.6	20713481.21	26744651.8	24346421.72	29739030.6	37533876.31	41062921.78	42748138.67	69041251.82	66876207.67	31382638.19	31267169.38	10380741.39	10220653.74	16645644.17	16645644.17	19986921.01	40504940.63	36855907.1	34653877.06	36882689.73	41113518.95	37850779.65	24261691.46	20970442.41	22080236.22	24370711.32	28533043.16	34993597.2	38918675.54	46730603.84	70828306.6	46246677.69	39452054.86	37165661.43	20566719.18	19418375.36	22457793.95	22457793.95	18551848.92
